"Date","NewCases","NewDeaths","Country"
2020-04-04,35,1,"Latvia"
2020-04-05,16,0,"Latvia"
2020-04-06,24,0,"Latvia"
2020-04-07,9,0,"Latvia"
2020-04-08,6,1,"Latvia"
2020-04-09,29,0,"Latvia"
2020-04-10,12,0,"Latvia"
2020-04-11,23,0,"Latvia"
2020-04-12,18,1,"Latvia"
2020-04-13,21,2,"Latvia"
2020-04-14,4,0,"Latvia"
2020-04-15,2,0,"Latvia"
2020-04-16,9,0,"Latvia"
2020-04-17,9,0,"Latvia"
2020-04-18,7,0,"Latvia"
2020-04-19,30,0,"Latvia"
2020-04-20,15,0,"Latvia"
2020-04-21,12,0,"Latvia"
2020-04-22,9,4,"Latvia"
2020-04-23,13,2,"Latvia"
2020-04-24,17,0,"Latvia"
2020-04-25,6,1,"Latvia"
2020-04-26,20,0,"Latvia"
2020-04-27,8,0,"Latvia"
2020-04-28,6,1,"Latvia"
2020-04-29,18,0,"Latvia"
2020-04-30,13,2,"Latvia"
2020-05-01,9,0,"Latvia"
2020-05-02,12,1,"Latvia"
2020-05-03,1,0,"Latvia"
2020-05-04,8,0,"Latvia"
2020-05-05,17,0,"Latvia"
2020-05-06,0,1,"Latvia"
2020-05-07,4,0,"Latvia"
2020-05-08,9,1,"Latvia"
2020-05-09,19,0,"Latvia"
2020-05-10,2,0,"Latvia"
2020-05-11,9,0,"Latvia"
2020-05-12,7,0,"Latvia"
2020-05-13,4,0,"Latvia"
2020-05-14,1,1,"Latvia"
2020-05-15,11,0,"Latvia"
2020-05-16,8,0,"Latvia"
2020-05-17,27,0,"Latvia"
2020-05-18,11,0,"Latvia"
2020-05-19,1,0,"Latvia"
2020-05-20,3,2,"Latvia"
2020-05-21,4,0,"Latvia"
2020-05-22,9,1,"Latvia"
2020-05-23,5,0,"Latvia"
2020-05-24,16,0,"Latvia"
2020-05-25,1,0,"Latvia"
2020-05-26,2,0,"Latvia"
2020-05-27,4,0,"Latvia"
2020-05-28,4,1,"Latvia"
2020-05-29,4,1,"Latvia"
2020-05-30,3,0,"Latvia"
2020-05-31,1,0,"Latvia"
2020-06-01,1,0,"Latvia"
2020-06-02,5,0,"Latvia"
2020-06-03,8,0,"Latvia"
2020-06-04,0,0,"Latvia"
2020-06-05,3,1,"Latvia"
2020-06-06,0,0,"Latvia"
2020-06-07,4,0,"Latvia"
2020-06-08,2,0,"Latvia"
2020-06-09,0,1,"Latvia"
2020-06-10,1,0,"Latvia"
2020-06-11,3,0,"Latvia"
2020-06-12,2,0,"Latvia"
2020-06-13,2,1,"Latvia"
2020-06-14,1,1,"Latvia"
2020-06-15,0,0,"Latvia"
2020-06-16,0,0,"Latvia"
2020-06-17,1,0,"Latvia"
2020-06-18,6,2,"Latvia"
2020-06-19,4,0,"Latvia"
2020-06-20,2,0,"Latvia"
2020-06-21,1,0,"Latvia"
2020-06-22,0,0,"Latvia"
2020-06-23,0,0,"Latvia"
2020-06-24,0,0,"Latvia"
2020-06-25,0,0,"Latvia"
2020-06-26,0,0,"Latvia"
2020-06-27,1,0,"Latvia"
2020-06-28,3,0,"Latvia"
2020-06-29,1,0,"Latvia"
2020-06-30,1,0,"Latvia"
2020-07-01,1,0,"Latvia"
2020-07-02,3,0,"Latvia"
2020-07-03,1,0,"Latvia"
2020-07-04,0,0,"Latvia"
2020-07-05,1,0,"Latvia"
2020-07-06,1,0,"Latvia"
2020-07-07,3,0,"Latvia"
2020-07-08,7,0,"Latvia"
2020-07-09,7,0,"Latvia"
2020-07-10,13,0,"Latvia"
2020-07-11,0,0,"Latvia"
2020-07-12,19,0,"Latvia"
2020-07-13,0,0,"Latvia"
2020-07-14,1,1,"Latvia"
2020-07-15,4,0,"Latvia"
2020-07-16,0,0,"Latvia"
2020-07-17,1,0,"Latvia"
2020-07-18,6,0,"Latvia"
2020-07-19,4,0,"Latvia"
2020-07-20,3,0,"Latvia"
2020-07-21,0,0,"Latvia"
2020-07-22,1,0,"Latvia"
2020-07-23,4,0,"Latvia"
2020-07-24,6,0,"Latvia"
2020-07-25,2,0,"Latvia"
2020-07-26,1,0,"Latvia"
2020-07-27,13,0,"Latvia"
2020-07-28,1,0,"Latvia"
2020-07-29,0,0,"Latvia"
2020-07-30,4,0,"Latvia"
2020-07-31,4,0,"Latvia"
2020-08-01,3,1,"Latvia"
2020-08-02,7,0,"Latvia"
2020-08-03,5,0,"Latvia"
2020-08-04,3,0,"Latvia"
2020-08-05,3,0,"Latvia"
2020-08-06,8,0,"Latvia"
2020-08-07,18,0,"Latvia"
2020-08-08,6,0,"Latvia"
2020-08-09,7,0,"Latvia"
2020-08-10,2,0,"Latvia"
2020-08-11,3,0,"Latvia"
2020-08-12,10,0,"Latvia"
2020-08-13,0,0,"Latvia"
2020-08-14,4,0,"Latvia"
2020-08-15,1,0,"Latvia"
2020-08-16,7,0,"Latvia"
2020-08-17,7,0,"Latvia"
2020-08-18,1,0,"Latvia"
2020-08-19,0,1,"Latvia"
2020-08-20,3,0,"Latvia"
2020-08-21,1,0,"Latvia"
2020-08-22,3,0,"Latvia"
2020-08-23,3,0,"Latvia"
2020-08-24,4,0,"Latvia"
2020-08-25,0,0,"Latvia"
2020-08-26,5,0,"Latvia"
2020-08-27,18,0,"Latvia"
2020-08-28,6,1,"Latvia"
2020-08-29,9,0,"Latvia"
2020-08-30,0,0,"Latvia"
2020-08-31,18,0,"Latvia"
2020-09-01,3,0,"Latvia"
2020-09-02,8,0,"Latvia"
2020-09-03,2,0,"Latvia"
2020-09-04,4,0,"Latvia"
2020-09-05,6,1,"Latvia"
2020-09-06,9,0,"Latvia"
2020-09-07,3,0,"Latvia"
2020-09-08,1,0,"Latvia"
2020-09-09,3,0,"Latvia"
2020-09-10,11,0,"Latvia"
2020-09-11,5,0,"Latvia"
2020-09-12,11,0,"Latvia"
2020-09-13,5,0,"Latvia"
2020-09-14,10,0,"Latvia"
2020-09-15,3,0,"Latvia"
2020-09-16,5,0,"Latvia"
2020-09-17,4,0,"Latvia"
2020-09-18,8,1,"Latvia"
2020-09-19,4,0,"Latvia"
2020-09-20,17,0,"Latvia"
2020-09-21,10,0,"Latvia"
2020-09-22,1,0,"Latvia"
2020-09-23,34,0,"Latvia"
2020-09-24,12,0,"Latvia"
2020-09-25,22,0,"Latvia"
2020-09-26,31,0,"Latvia"
2020-09-27,29,0,"Latvia"
2020-09-28,22,0,"Latvia"
2020-09-29,21,0,"Latvia"
2020-09-30,32,1,"Latvia"
2020-10-01,95,0,"Latvia"
2020-10-02,44,0,"Latvia"
2020-10-03,77,1,"Latvia"
2020-10-04,74,0,"Latvia"
2020-10-05,67,0,"Latvia"
2020-10-06,40,1,"Latvia"
2020-10-07,68,0,"Latvia"
2020-10-08,67,1,"Latvia"
2020-10-09,109,0,"Latvia"
2020-10-10,137,0,"Latvia"
2020-10-11,89,0,"Latvia"
2020-10-12,74,0,"Latvia"
2020-10-13,95,0,"Latvia"
2020-10-14,75,1,"Latvia"
2020-10-15,102,0,"Latvia"
2020-10-16,114,0,"Latvia"
2020-10-17,148,1,"Latvia"
2020-10-18,188,0,"Latvia"
2020-10-19,58,0,"Latvia"
2020-10-20,44,0,"Latvia"
2020-10-21,115,4,"Latvia"
2020-10-22,188,2,"Latvia"
2020-10-23,161,1,"Latvia"
2020-10-24,250,1,"Latvia"
2020-10-25,259,4,"Latvia"
2020-10-26,211,2,"Latvia"
2020-10-27,79,4,"Latvia"
2020-10-28,136,3,"Latvia"
2020-10-29,251,0,"Latvia"
2020-10-30,251,1,"Latvia"
2020-10-31,284,5,"Latvia"
2020-11-01,215,2,"Latvia"
2020-11-02,242,3,"Latvia"
2020-11-03,132,3,"Latvia"
2020-11-04,171,2,"Latvia"
2020-11-05,313,6,"Latvia"
2020-11-06,367,3,"Latvia"
2020-11-07,357,7,"Latvia"
2020-11-08,404,1,"Latvia"
2020-11-09,215,3,"Latvia"
2020-11-10,92,2,"Latvia"
2020-11-11,208,2,"Latvia"
2020-11-12,453,0,"Latvia"
2020-11-13,533,4,"Latvia"
2020-11-14,455,9,"Latvia"
2020-11-15,395,5,"Latvia"
2020-11-16,316,2,"Latvia"
2020-11-17,89,3,"Latvia"
2020-11-18,278,6,"Latvia"
2020-11-19,442,5,"Latvia"
2020-11-20,366,4,"Latvia"
2020-11-21,380,5,"Latvia"
2020-11-22,642,7,"Latvia"
2020-11-23,376,0,"Latvia"
2020-11-24,116,9,"Latvia"
2020-11-25,457,13,"Latvia"
2020-11-26,580,9,"Latvia"
2020-11-27,898,4,"Latvia"
2020-11-28,637,2,"Latvia"
2020-11-29,753,3,"Latvia"
2020-11-30,414,4,"Latvia"
2020-12-01,100,9,"Latvia"
2020-12-02,612,4,"Latvia"
2020-12-03,690,14,"Latvia"
2020-12-04,930,11,"Latvia"
2020-12-05,686,7,"Latvia"
2020-12-06,794,11,"Latvia"
2020-12-07,526,9,"Latvia"
2020-12-08,207,10,"Latvia"
2020-12-09,584,16,"Latvia"
2020-12-10,712,5,"Latvia"
2020-12-11,890,11,"Latvia"
2020-12-12,680,15,"Latvia"
2020-12-13,660,5,"Latvia"
2020-12-14,629,25,"Latvia"
2020-03-05,1,0,"Liechtenstein"
2020-03-12,2,0,"Liechtenstein"
2020-03-13,1,0,"Liechtenstein"
2020-03-14,0,0,"Liechtenstein"
2020-03-15,0,0,"Liechtenstein"
2020-03-16,3,0,"Liechtenstein"
2020-03-17,0,0,"Liechtenstein"
2020-03-18,0,0,"Liechtenstein"
2020-03-19,18,0,"Liechtenstein"
2020-03-20,0,0,"Liechtenstein"
2020-03-21,9,0,"Liechtenstein"
2020-03-22,2,0,"Liechtenstein"
2020-03-23,10,0,"Liechtenstein"
2020-03-24,0,0,"Liechtenstein"
2020-03-25,1,0,"Liechtenstein"
2020-03-26,4,0,"Liechtenstein"
2020-03-27,5,0,"Liechtenstein"
2020-03-28,4,0,"Liechtenstein"
2020-03-29,1,0,"Liechtenstein"
2020-03-30,1,0,"Liechtenstein"
2020-03-31,2,0,"Liechtenstein"
2020-04-01,4,0,"Liechtenstein"
2020-04-02,4,0,"Liechtenstein"
2020-04-03,3,0,"Liechtenstein"
2020-04-04,0,0,"Liechtenstein"
2020-04-05,2,1,"Liechtenstein"
2020-04-06,1,0,"Liechtenstein"
2020-04-07,0,0,"Liechtenstein"
2020-04-08,0,0,"Liechtenstein"
2020-04-09,1,0,"Liechtenstein"
2020-04-10,0,0,"Liechtenstein"
2020-04-11,1,0,"Liechtenstein"
2020-04-12,0,0,"Liechtenstein"
2020-04-13,0,0,"Liechtenstein"
2020-04-14,1,0,"Liechtenstein"
2020-04-15,0,0,"Liechtenstein"
2020-04-16,0,0,"Liechtenstein"
2020-04-17,0,0,"Liechtenstein"
2020-04-18,0,0,"Liechtenstein"
2020-04-19,1,0,"Liechtenstein"
2020-04-20,0,0,"Liechtenstein"
2020-04-21,0,0,"Liechtenstein"
2020-04-22,0,0,"Liechtenstein"
2020-04-23,0,0,"Liechtenstein"
2020-04-24,0,0,"Liechtenstein"
2020-04-25,0,0,"Liechtenstein"
2020-04-26,1,0,"Liechtenstein"
2020-04-27,0,0,"Liechtenstein"
2020-04-28,0,0,"Liechtenstein"
2020-04-29,0,0,"Liechtenstein"
2020-04-30,0,0,"Liechtenstein"
2020-05-01,0,0,"Liechtenstein"
2020-05-02,0,0,"Liechtenstein"
2020-05-03,0,0,"Liechtenstein"
2020-05-04,0,0,"Liechtenstein"
2020-05-05,0,0,"Liechtenstein"
2020-05-06,0,0,"Liechtenstein"
2020-05-07,0,0,"Liechtenstein"
2020-05-08,0,0,"Liechtenstein"
2020-05-09,0,0,"Liechtenstein"
2020-05-10,0,0,"Liechtenstein"
2020-05-11,0,0,"Liechtenstein"
2020-05-12,0,0,"Liechtenstein"
2020-05-13,0,0,"Liechtenstein"
2020-05-14,0,0,"Liechtenstein"
2020-05-15,0,0,"Liechtenstein"
2020-05-16,0,0,"Liechtenstein"
2020-05-17,0,0,"Liechtenstein"
2020-05-18,0,0,"Liechtenstein"
2020-05-19,0,0,"Liechtenstein"
2020-05-20,0,0,"Liechtenstein"
2020-05-21,0,0,"Liechtenstein"
2020-05-22,0,0,"Liechtenstein"
2020-05-23,0,0,"Liechtenstein"
2020-05-24,0,0,"Liechtenstein"
2020-05-25,0,0,"Liechtenstein"
2020-05-26,0,0,"Liechtenstein"
2020-05-27,0,0,"Liechtenstein"
2020-05-28,0,0,"Liechtenstein"
2020-05-29,0,0,"Liechtenstein"
2020-05-30,0,0,"Liechtenstein"
2020-05-31,0,0,"Liechtenstein"
2020-06-01,0,0,"Liechtenstein"
2020-06-02,0,0,"Liechtenstein"
2020-06-03,0,0,"Liechtenstein"
2020-06-04,0,0,"Liechtenstein"
2020-06-05,0,0,"Liechtenstein"
2020-06-06,0,0,"Liechtenstein"
2020-06-07,0,0,"Liechtenstein"
2020-06-08,0,0,"Liechtenstein"
2020-06-09,0,0,"Liechtenstein"
2020-06-10,0,0,"Liechtenstein"
2020-06-11,0,0,"Liechtenstein"
2020-06-12,0,0,"Liechtenstein"
2020-06-13,0,0,"Liechtenstein"
2020-06-14,0,0,"Liechtenstein"
2020-06-15,0,0,"Liechtenstein"
2020-06-16,0,0,"Liechtenstein"
2020-06-17,0,0,"Liechtenstein"
2020-06-18,0,0,"Liechtenstein"
2020-06-19,0,0,"Liechtenstein"
2020-06-20,0,0,"Liechtenstein"
2020-06-21,0,0,"Liechtenstein"
2020-06-22,0,0,"Liechtenstein"
2020-06-23,0,0,"Liechtenstein"
2020-06-24,0,0,"Liechtenstein"
2020-06-25,0,0,"Liechtenstein"
2020-06-26,0,0,"Liechtenstein"
2020-06-27,0,0,"Liechtenstein"
2020-06-28,0,0,"Liechtenstein"
2020-06-29,0,0,"Liechtenstein"
2020-06-30,0,0,"Liechtenstein"
2020-07-01,0,0,"Liechtenstein"
2020-07-02,0,0,"Liechtenstein"
2020-07-03,0,0,"Liechtenstein"
2020-07-04,1,0,"Liechtenstein"
2020-07-05,0,0,"Liechtenstein"
2020-07-06,0,0,"Liechtenstein"
2020-07-07,1,0,"Liechtenstein"
2020-07-08,0,0,"Liechtenstein"
2020-07-09,0,0,"Liechtenstein"
2020-07-10,0,0,"Liechtenstein"
2020-07-11,0,0,"Liechtenstein"
2020-07-12,0,0,"Liechtenstein"
2020-07-13,0,0,"Liechtenstein"
2020-07-14,0,0,"Liechtenstein"
2020-07-15,0,0,"Liechtenstein"
2020-07-16,0,0,"Liechtenstein"
2020-07-17,0,0,"Liechtenstein"
2020-07-18,1,0,"Liechtenstein"
2020-07-19,0,0,"Liechtenstein"
2020-07-20,1,0,"Liechtenstein"
2020-07-21,0,0,"Liechtenstein"
2020-07-22,0,0,"Liechtenstein"
2020-07-23,0,0,"Liechtenstein"
2020-07-24,0,0,"Liechtenstein"
2020-07-25,0,0,"Liechtenstein"
2020-07-26,0,0,"Liechtenstein"
2020-07-27,0,0,"Liechtenstein"
2020-07-28,0,0,"Liechtenstein"
2020-07-29,0,0,"Liechtenstein"
2020-07-30,1,0,"Liechtenstein"
2020-07-31,1,0,"Liechtenstein"
2020-08-01,0,0,"Liechtenstein"
2020-08-02,0,0,"Liechtenstein"
2020-08-03,0,0,"Liechtenstein"
2020-08-04,0,0,"Liechtenstein"
2020-08-05,0,0,"Liechtenstein"
2020-08-06,0,0,"Liechtenstein"
2020-08-07,0,0,"Liechtenstein"
2020-08-08,0,0,"Liechtenstein"
2020-08-09,0,0,"Liechtenstein"
2020-08-10,0,0,"Liechtenstein"
2020-08-11,0,0,"Liechtenstein"
2020-08-12,0,0,"Liechtenstein"
2020-08-13,1,0,"Liechtenstein"
2020-08-14,1,0,"Liechtenstein"
2020-08-15,0,0,"Liechtenstein"
2020-08-16,2,0,"Liechtenstein"
2020-08-17,0,0,"Liechtenstein"
2020-08-18,1,0,"Liechtenstein"
2020-08-19,3,0,"Liechtenstein"
2020-08-20,1,0,"Liechtenstein"
2020-08-21,2,0,"Liechtenstein"
2020-08-22,0,0,"Liechtenstein"
2020-08-23,1,0,"Liechtenstein"
2020-08-24,0,0,"Liechtenstein"
2020-08-25,0,0,"Liechtenstein"
2020-08-26,0,0,"Liechtenstein"
2020-08-27,4,0,"Liechtenstein"
2020-08-28,1,0,"Liechtenstein"
2020-08-29,0,0,"Liechtenstein"
2020-08-30,1,0,"Liechtenstein"
2020-08-31,1,0,"Liechtenstein"
2020-09-01,0,0,"Liechtenstein"
2020-09-02,0,0,"Liechtenstein"
2020-09-03,0,0,"Liechtenstein"
2020-09-04,0,0,"Liechtenstein"
2020-09-05,0,0,"Liechtenstein"
2020-09-06,0,0,"Liechtenstein"
2020-09-07,0,0,"Liechtenstein"
2020-09-08,0,0,"Liechtenstein"
2020-09-09,0,0,"Liechtenstein"
2020-09-10,1,0,"Liechtenstein"
2020-09-11,0,0,"Liechtenstein"
2020-09-12,0,0,"Liechtenstein"
2020-09-13,0,0,"Liechtenstein"
2020-09-14,2,0,"Liechtenstein"
2020-09-15,0,0,"Liechtenstein"
2020-09-16,0,0,"Liechtenstein"
2020-09-17,0,0,"Liechtenstein"
2020-09-18,0,0,"Liechtenstein"
2020-09-19,1,0,"Liechtenstein"
2020-09-20,0,0,"Liechtenstein"
2020-09-21,0,0,"Liechtenstein"
2020-09-22,2,0,"Liechtenstein"
2020-09-23,2,0,"Liechtenstein"
2020-09-24,1,0,"Liechtenstein"
2020-09-25,0,0,"Liechtenstein"
2020-09-26,0,0,"Liechtenstein"
2020-09-27,0,0,"Liechtenstein"
2020-09-28,0,0,"Liechtenstein"
2020-09-29,1,0,"Liechtenstein"
2020-09-30,2,0,"Liechtenstein"
2020-10-01,0,0,"Liechtenstein"
2020-10-02,0,0,"Liechtenstein"
2020-10-03,1,0,"Liechtenstein"
2020-10-04,2,0,"Liechtenstein"
2020-10-05,3,0,"Liechtenstein"
2020-10-06,3,0,"Liechtenstein"
2020-10-07,1,0,"Liechtenstein"
2020-10-08,0,0,"Liechtenstein"
2020-10-09,6,0,"Liechtenstein"
2020-10-10,2,0,"Liechtenstein"
2020-10-11,0,0,"Liechtenstein"
2020-10-12,0,0,"Liechtenstein"
2020-10-13,11,0,"Liechtenstein"
2020-10-14,6,0,"Liechtenstein"
2020-10-15,0,0,"Liechtenstein"
2020-10-16,22,0,"Liechtenstein"
2020-10-17,18,0,"Liechtenstein"
2020-10-18,22,0,"Liechtenstein"
2020-10-19,7,0,"Liechtenstein"
2020-10-20,3,0,"Liechtenstein"
2020-10-21,22,0,"Liechtenstein"
2020-10-22,13,0,"Liechtenstein"
2020-10-23,26,0,"Liechtenstein"
2020-10-24,42,0,"Liechtenstein"
2020-10-25,10,0,"Liechtenstein"
2020-10-26,25,0,"Liechtenstein"
2020-10-27,48,0,"Liechtenstein"
2020-10-28,25,0,"Liechtenstein"
2020-10-29,23,0,"Liechtenstein"
2020-10-30,25,0,"Liechtenstein"
2020-10-31,37,1,"Liechtenstein"
2020-11-01,10,1,"Liechtenstein"
2020-11-02,18,0,"Liechtenstein"
2020-11-03,56,0,"Liechtenstein"
2020-11-04,36,0,"Liechtenstein"
2020-11-05,30,0,"Liechtenstein"
2020-11-06,30,0,"Liechtenstein"
2020-11-07,50,0,"Liechtenstein"
2020-11-08,12,0,"Liechtenstein"
2020-11-09,23,0,"Liechtenstein"
2020-11-10,29,0,"Liechtenstein"
2020-11-11,45,1,"Liechtenstein"
2020-11-12,32,0,"Liechtenstein"
2020-11-13,31,0,"Liechtenstein"
2020-11-14,24,0,"Liechtenstein"
2020-11-15,21,0,"Liechtenstein"
2020-11-16,15,0,"Liechtenstein"
2020-11-17,4,3,"Liechtenstein"
2020-11-18,13,1,"Liechtenstein"
2020-11-19,49,0,"Liechtenstein"
2020-11-20,21,0,"Liechtenstein"
2020-11-21,22,0,"Liechtenstein"
2020-11-22,15,0,"Liechtenstein"
2020-11-23,3,0,"Liechtenstein"
2020-11-24,69,0,"Liechtenstein"
2020-11-25,20,5,"Liechtenstein"
2020-11-26,14,1,"Liechtenstein"
2020-11-27,41,0,"Liechtenstein"
2020-11-28,17,1,"Liechtenstein"
2020-11-29,0,0,"Liechtenstein"
2020-11-30,0,0,"Liechtenstein"
2020-12-01,29,0,"Liechtenstein"
2020-12-02,42,0,"Liechtenstein"
2020-12-03,0,1,"Liechtenstein"
2020-12-04,40,0,"Liechtenstein"
2020-12-05,12,0,"Liechtenstein"
2020-12-06,0,0,"Liechtenstein"
2020-12-07,0,0,"Liechtenstein"
2020-12-08,35,1,"Liechtenstein"
2020-12-09,16,0,"Liechtenstein"
2020-12-10,27,0,"Liechtenstein"
2020-12-11,3,0,"Liechtenstein"
2020-12-12,25,1,"Liechtenstein"
2020-12-13,0,0,"Liechtenstein"
2020-12-14,12,0,"Liechtenstein"
2019-12-31,0,0,"Lithuania"
2020-01-01,0,0,"Lithuania"
2020-01-02,0,0,"Lithuania"
2020-01-03,0,0,"Lithuania"
2020-01-04,0,0,"Lithuania"
2020-01-05,0,0,"Lithuania"
2020-01-06,0,0,"Lithuania"
2020-01-07,0,0,"Lithuania"
2020-01-08,0,0,"Lithuania"
2020-01-09,0,0,"Lithuania"
2020-01-10,0,0,"Lithuania"
2020-01-11,0,0,"Lithuania"
2020-01-12,0,0,"Lithuania"
2020-01-13,0,0,"Lithuania"
2020-01-14,0,0,"Lithuania"
2020-01-15,0,0,"Lithuania"
2020-01-16,0,0,"Lithuania"
2020-01-17,0,0,"Lithuania"
2020-01-18,0,0,"Lithuania"
2020-01-19,0,0,"Lithuania"
2020-01-20,0,0,"Lithuania"
2020-01-21,0,0,"Lithuania"
2020-01-22,0,0,"Lithuania"
2020-01-23,0,0,"Lithuania"
2020-01-24,0,0,"Lithuania"
2020-01-25,0,0,"Lithuania"
2020-01-26,0,0,"Lithuania"
2020-01-27,0,0,"Lithuania"
2020-01-28,0,0,"Lithuania"
2020-01-29,0,0,"Lithuania"
2020-01-30,0,0,"Lithuania"
2020-01-31,0,0,"Lithuania"
2020-02-01,0,0,"Lithuania"
2020-02-02,0,0,"Lithuania"
2020-02-03,0,0,"Lithuania"
2020-02-04,0,0,"Lithuania"
2020-02-05,0,0,"Lithuania"
2020-02-06,0,0,"Lithuania"
2020-02-07,0,0,"Lithuania"
2020-02-08,0,0,"Lithuania"
2020-02-09,0,0,"Lithuania"
2020-02-10,0,0,"Lithuania"
2020-02-11,0,0,"Lithuania"
2020-02-12,0,0,"Lithuania"
2020-02-13,0,0,"Lithuania"
2020-02-14,0,0,"Lithuania"
2020-02-15,0,0,"Lithuania"
2020-02-16,0,0,"Lithuania"
2020-02-17,0,0,"Lithuania"
2020-02-18,0,0,"Lithuania"
2020-02-19,0,0,"Lithuania"
2020-02-20,0,0,"Lithuania"
2020-02-21,0,0,"Lithuania"
2020-02-22,0,0,"Lithuania"
2020-02-23,0,0,"Lithuania"
2020-02-24,0,0,"Lithuania"
2020-02-25,0,0,"Lithuania"
2020-02-26,0,0,"Lithuania"
2020-02-27,0,0,"Lithuania"
2020-02-28,1,0,"Lithuania"
2020-02-29,0,0,"Lithuania"
2020-03-01,0,0,"Lithuania"
2020-03-02,0,0,"Lithuania"
2020-03-11,2,0,"Lithuania"
2020-03-12,0,0,"Lithuania"
2020-03-14,3,0,"Lithuania"
2020-03-15,3,0,"Lithuania"
2020-03-16,5,0,"Lithuania"
2020-03-17,3,0,"Lithuania"
2020-03-18,8,0,"Lithuania"
2020-03-19,8,0,"Lithuania"
2020-03-20,15,0,"Lithuania"
2020-03-21,21,1,"Lithuania"
2020-03-22,36,0,"Lithuania"
2020-03-23,38,0,"Lithuania"
2020-03-24,36,0,"Lithuania"
2020-03-25,30,1,"Lithuania"
2020-03-26,65,2,"Lithuania"
2020-03-27,25,0,"Lithuania"
2020-03-28,59,1,"Lithuania"
2020-03-29,36,2,"Lithuania"
2020-03-30,90,0,"Lithuania"
2020-03-31,0,0,"Lithuania"
2020-04-01,49,0,"Lithuania"
2020-04-02,48,1,"Lithuania"
2020-04-03,68,1,"Lithuania"
2020-04-04,122,0,"Lithuania"
2020-04-05,0,0,"Lithuania"
2020-04-06,40,4,"Lithuania"
2020-04-07,32,1,"Lithuania"
2020-04-08,37,1,"Lithuania"
2020-04-09,32,0,"Lithuania"
2020-04-10,43,0,"Lithuania"
2020-04-11,44,2,"Lithuania"
2020-04-12,54,6,"Lithuania"
2020-04-13,9,1,"Lithuania"
2020-04-14,8,0,"Lithuania"
2020-04-15,0,0,"Lithuania"
2020-04-16,21,5,"Lithuania"
2020-04-17,58,3,"Lithuania"
2020-04-18,90,1,"Lithuania"
2020-04-19,59,0,"Lithuania"
2020-04-20,28,3,"Lithuania"
2020-04-21,24,1,"Lithuania"
2020-04-22,20,1,"Lithuania"
2020-04-23,28,0,"Lithuania"
2020-04-24,12,2,"Lithuania"
2020-04-25,0,0,"Lithuania"
2020-04-26,16,1,"Lithuania"
2020-04-27,12,0,"Lithuania"
2020-04-28,11,0,"Lithuania"
2020-04-29,-105,3,"Lithuania"
2020-04-30,31,1,"Lithuania"
2020-05-01,10,0,"Lithuania"
2020-05-02,14,0,"Lithuania"
2020-05-03,7,1,"Lithuania"
2020-05-04,4,0,"Lithuania"
2020-05-05,9,0,"Lithuania"
2020-05-06,4,0,"Lithuania"
2020-05-07,5,2,"Lithuania"
2020-05-08,5,1,"Lithuania"
2020-05-09,3,0,"Lithuania"
2020-05-10,8,1,"Lithuania"
2020-05-11,35,0,"Lithuania"
2020-05-12,6,0,"Lithuania"
2020-05-13,6,0,"Lithuania"
2020-05-14,14,4,"Lithuania"
2020-05-15,6,0,"Lithuania"
2020-05-16,12,0,"Lithuania"
2020-05-17,11,1,"Lithuania"
2020-05-18,7,1,"Lithuania"
2020-05-19,6,3,"Lithuania"
2020-05-20,15,1,"Lithuania"
2020-05-21,15,0,"Lithuania"
2020-05-22,17,1,"Lithuania"
2020-05-23,10,0,"Lithuania"
2020-05-24,12,2,"Lithuania"
2020-05-25,7,0,"Lithuania"
2020-05-26,12,0,"Lithuania"
2020-05-27,4,2,"Lithuania"
2020-05-28,8,1,"Lithuania"
2020-05-29,9,2,"Lithuania"
2020-05-30,6,0,"Lithuania"
2020-05-31,8,2,"Lithuania"
2020-06-01,5,0,"Lithuania"
2020-06-02,3,0,"Lithuania"
2020-06-03,4,1,"Lithuania"
2020-06-04,2,0,"Lithuania"
2020-06-05,3,0,"Lithuania"
2020-06-06,7,0,"Lithuania"
2020-06-07,11,0,"Lithuania"
2020-06-08,9,0,"Lithuania"
2020-06-09,6,0,"Lithuania"
2020-06-10,7,1,"Lithuania"
2020-06-11,6,2,"Lithuania"
2020-06-12,19,0,"Lithuania"
2020-06-13,4,0,"Lithuania"
2020-06-14,7,1,"Lithuania"
2020-06-15,5,0,"Lithuania"
2020-06-16,5,1,"Lithuania"
2020-06-17,3,0,"Lithuania"
2020-06-18,2,0,"Lithuania"
2020-06-19,6,0,"Lithuania"
2020-06-20,8,0,"Lithuania"
2020-06-21,3,0,"Lithuania"
2020-06-22,3,0,"Lithuania"
2020-06-23,3,0,"Lithuania"
2020-06-24,2,1,"Lithuania"
2020-06-25,1,1,"Lithuania"
2020-06-26,2,0,"Lithuania"
2020-06-27,2,0,"Lithuania"
2020-06-28,5,0,"Lithuania"
2020-06-29,3,0,"Lithuania"
2020-06-30,0,0,"Lithuania"
2020-07-01,1,0,"Lithuania"
2020-07-02,1,0,"Lithuania"
2020-07-03,7,0,"Lithuania"
2020-07-04,3,1,"Lithuania"
2020-07-05,3,0,"Lithuania"
2020-07-06,5,0,"Lithuania"
2020-07-07,5,0,"Lithuania"
2020-07-08,3,0,"Lithuania"
2020-07-09,10,0,"Lithuania"
2020-07-10,3,0,"Lithuania"
2020-07-11,4,0,"Lithuania"
